Algorithm,KGT_mean_ms,KGT_CV_%,ET_mean_ms,DT_mean_ms,CSO_%,MC_KeyGen_KB,CPU%_KeyGen,EC_KeyGen_mJ,TP_maxsize_MBps,Security_bits,Speedup_vs_RSA,Composite_Score
RSA,1649.787745399999,42.34440904547809,4.517820445001632,5.512416684998698,97.74792875091107,1.74794921875,98.79609692486943,24448.888500000015,563.9227523126192,112,1.0,20.0
ECC,0.5303697999920587,83.56309921153674,5.902817795005717,4.002619935001235,32.009004837446234,1.06953125,72.96795556683911,5.8049999999720825,545.7815201068677,128,3110.6366641251097,80.0
