Algorithm,KGT_mean_ms,KGT_CV_%,ET_mean_ms,DT_mean_ms,CSO_%,MC_KeyGen_KB,CPU%_KeyGen,EC_KeyGen_mJ,TP_maxsize_MBps,Security_bits,Speedup_vs_RSA,Composite_Score
RSA,1272.053364399983,85.8801736559028,4.035219680000637,4.860875980004948,13.235279454448843,1.74794921875,99.04488563609031,18898.557000000033,272.7586036798759,112,1.0,20.0
ECC,0.27955989999099984,62.45889852250189,7.6119578899965745,5.117111774997056,4.3340879903652905,1.1205078125,104.55719865888693,4.38450000006263,563.025092917039,128,4550.199668983053,80.0
